24/2/2024, 'Middlesbrough v Plymouth'],Exit position at minute 10.0 on away goal at odds 2.26 - profit =,0.3221,1.532166667,0.532166667,minute =,6,,,,
24/2/2024, 'QPR v Rotherham'],Exit position at minute 10.0 on away goal at odds 3.0 - profit =,0.4201,1.739666667,0.739666667,minute =,6,,,,
24/2/2024, 'Bristol Rovers v Carlisle'],Exit position at minute 19.0 on away goal at odds 3.7 - profit =,0.4996,1.851333333,0.851333333,minute =,6,,,,
24/2/2024, 'Barcelona v Getafe'],Exit position at minute 15.0 at level odds 1.51 - profit =,0.0064,1.500333333,0.500333333,minute =,6,,,,
25/2/2024, 'FC Cincinnati v Toronto FC'],Exit position at minute 24.0 at level odds 2.04 - profit =,0.0873,1.861833333,0.861833333,minute =,20,,,,
25/2/2024, 'Real Madrid v Sevilla'],Exit position at minute 15.0 at level odds 1.35 - profit =,-0.0011,1.3515,0.3515,minute =,8,,,,
27/2/2024, 'Bournemouth v Leicester'],Exit position at minute 15.0 at level odds 1.59 - profit =,-0.0138,1.612,0.612,minute =,6,,,,
,,,,,,,,,,,
,,,5.1127,,,,,,,,
,,,,,,,,,,,
,,,63,34.81%,,,,,,,
,,,118,65.19%,,,,,,,
,,,,,,,,,,,
,,,181,,,,,,,,
